carrier,product,state,age,sex,smoker,term_years,face_band_min,face_band_max,health_class,monthly_premium,face_amount,source_file,source_date,integrity_carrier,integrity_product,nearest_age,product_type,underwriting_mode,rank_in_quote,is_best,is_mvi_appointed,marketplace_policy_count,harvest_batch_id
nationwide,nationwide_guaranteed_level_term_brokerage,NE,30,female,0,30,500000,500000,preferred_plus_nt,31.06,500000,integrity-term-harvest.json,2026-08-26,Nationwide,Nationwide Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,22,0,0,30,2026-08-26
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,30,female,0,30,500000,500000,preferred_plus_nt,31.06,500000,integrity-term-harvest.json,2026-08-26,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,23,0,0,30,2026-08-26
minnesota_life,advantage_elite_select_with_cica,NE,30,female,0,30,500000,500000,preferred_plus_nt,31.66,500000,integrity-term-harvest.json,2026-08-26,Minnesota Life,Advantage Elite Select with CICA,31,fully_underwritten_term,fully_underwritten,24,0,0,30,2026-08-26
national_life_group,lsw_30_g,NE,30,female,0,30,500000,500000,preferred_plus_nt,32.56,500000,integrity-term-harvest.json,2026-08-26,National Life Group,LSW 30-G,31,fully_underwritten_term,fully_underwritten,25,0,0,30,2026-08-26
prudential,essential_term_plus,NE,30,female,0,30,500000,500000,preferred_plus_nt,32.82,500000,integrity-term-harvest.json,2026-08-26,Prudential Financial,Essential Term Plus,31,fully_underwritten_term,fully_underwritten,26,0,0,30,2026-08-26
john_hancock,protection_term,NE,30,female,0,30,500000,500000,preferred_plus_nt,33.46,500000,integrity-term-harvest.json,2026-08-26,John Hancock,Protection Term,31,fully_underwritten_term,fully_underwritten,27,0,0,30,2026-08-26
john_hancock,vitality_term,NE,30,female,0,30,500000,500000,preferred_plus_nt,33.57,500000,integrity-term-harvest.json,2026-08-26,John Hancock,Vitality Term,31,fully_underwritten_term,fully_underwritten,28,0,0,30,2026-08-26
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,30,female,0,30,500000,500000,preferred_plus_nt,35.62,500000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),31,fully_underwritten_term,fully_underwritten,29,0,0,30,2026-08-26
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,30,female,0,30,500000,500000,preferred_plus_nt,35.62,500000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),31,fully_underwritten_term,fully_underwritten,30,0,0,30,2026-08-26
banner,opterm,NE,30,female,0,30,750000,750000,preferred_plus_nt,33.73,750000,integrity-term-harvest.json,2026-08-26,Banner Life,OPTerm,31,fully_underwritten_term,fully_underwritten,1,1,0,30,2026-08-26
symetra,swiftterm_instant_issue_available,NE,30,female,0,30,750000,750000,preferred_plus_nt,33.74,750000,integrity-term-harvest.json,2026-08-26,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,31,fully_underwritten_term,fully_underwritten,2,0,0,30,2026-08-26
protective,protective_classic_choice_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,34.51,750000,integrity-term-harvest.json,2026-08-26,Protective Life,Protective Classic Choice Term,31,fully_underwritten_term,fully_underwritten,3,0,0,30,2026-08-26
corebridge,select_a_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,34.68,750000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),Select-a-Term,31,fully_underwritten_term,fully_underwritten,4,0,1,30,2026-08-26
corebridge,select_a_term_simplinow_choice,NE,30,female,0,30,750000,750000,preferred_plus_nt,34.68,750000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),31,fully_underwritten_term,fully_underwritten,5,0,1,30,2026-08-26
pacific_life,promise_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,34.72,750000,integrity-term-harvest.json,2026-08-26,Pacific Life Insurance Company - Lynchburg,Promise Term,31,fully_underwritten_term,fully_underwritten,6,0,0,30,2026-08-26
symetra,swiftterm_with_conversion_enhancement_rider,NE,30,female,0,30,750000,750000,preferred_plus_nt,34.88,750000,integrity-term-harvest.json,2026-08-26,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,31,fully_underwritten_term,fully_underwritten,7,0,0,30,2026-08-26
transamerica,trendsetter_super,NE,30,female,0,30,750000,750000,preferred_plus_nt,35.06,750000,integrity-term-harvest.json,2026-08-26,Transamerica Life Insurance Co.,Trendsetter Super,31,fully_underwritten_term,fully_underwritten,8,0,1,30,2026-08-26
principal,term_non_convertible,NE,30,female,0,30,750000,750000,preferred_plus_nt,35.15,750000,integrity-term-harvest.json,2026-08-26,Principal National Life Insurance Company,Term - Non Convertible,31,fully_underwritten_term,fully_underwritten,9,0,0,30,2026-08-26
lincoln,termaccel_2019,NE,30,female,0,30,750000,750000,preferred_plus_nt,36.15,750000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,TermAccel 2019,31,fully_underwritten_term,fully_underwritten,10,0,0,30,2026-08-26
corebridge,qol_flex_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,37.07,750000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),QoL Flex Term,31,fully_underwritten_term,fully_underwritten,11,0,1,30,2026-08-26
corebridge,qol_flex_term_simplinow_choice,NE,30,female,0,30,750000,750000,preferred_plus_nt,37.07,750000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),31,fully_underwritten_term,fully_underwritten,12,0,1,30,2026-08-26
principal,term_convertible,NE,30,female,0,30,750000,750000,preferred_plus_nt,39.12,750000,integrity-term-harvest.json,2026-08-26,Principal National Life Insurance Company,Term - Convertible,31,fully_underwritten_term,fully_underwritten,13,0,0,30,2026-08-26
protective,protective_classic_choice_term_with_cer,NE,30,female,0,30,750000,750000,preferred_plus_nt,39.61,750000,integrity-term-harvest.json,2026-08-26,Protective Life,Protective Classic Choice Term with CER,31,fully_underwritten_term,fully_underwritten,14,0,0,30,2026-08-26
minnesota_life,advantage_elite_select_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,40.54,750000,integrity-term-harvest.json,2026-08-26,Minnesota Life,Advantage Elite Select Term,31,fully_underwritten_term,fully_underwritten,15,0,0,30,2026-08-26
moo,term_life_answers_brokerage,NE,30,female,0,30,750000,750000,preferred_plus_nt,41.5,750000,integrity-term-harvest.json,2026-08-26,United of Omaha,Term Life Answers - Brokerage,31,fully_underwritten_term,fully_underwritten,16,0,1,30,2026-08-26
prudential,essential_term_value,NE,30,female,0,30,750000,750000,preferred_plus_nt,41.57,750000,integrity-term-harvest.json,2026-08-26,Prudential Financial,Essential Term Value,31,fully_underwritten_term,fully_underwritten,17,0,0,30,2026-08-26
minnesota_life,advantage_elite_select_with_eca,NE,30,female,0,30,750000,750000,preferred_plus_nt,41.76,750000,integrity-term-harvest.json,2026-08-26,Minnesota Life,Advantage Elite Select with ECA,31,fully_underwritten_term,fully_underwritten,18,0,0,30,2026-08-26
principal,term_convertible_with_conversion_extension_rider,NE,30,female,0,30,750000,750000,preferred_plus_nt,41.92,750000,integrity-term-harvest.json,2026-08-26,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,31,fully_underwritten_term,fully_underwritten,19,0,0,30,2026-08-26
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,30,female,0,30,750000,750000,preferred_plus_nt,43.31,750000,integrity-term-harvest.json,2026-08-26,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,20,0,0,30,2026-08-26
nationwide,nationwide_guaranteed_level_term_brokerage,NE,30,female,0,30,750000,750000,preferred_plus_nt,43.31,750000,integrity-term-harvest.json,2026-08-26,Nationwide,Nationwide Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,21,0,0,30,2026-08-26
north_american,addvantage_term_gen_9,NE,30,female,0,30,750000,750000,preferred_plus_nt,43.34,750000,integrity-term-harvest.json,2026-08-26,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,31,fully_underwritten_term,fully_underwritten,22,0,0,30,2026-08-26
transamerica,trendsetter_lb,NE,30,female,0,30,750000,750000,preferred_plus_nt,43.86,750000,integrity-term-harvest.json,2026-08-26,Transamerica Life Insurance Co.,Trendsetter LB,31,fully_underwritten_term,fully_underwritten,23,0,1,30,2026-08-26
minnesota_life,advantage_elite_select_with_cica,NE,30,female,0,30,750000,750000,preferred_plus_nt,44.09,750000,integrity-term-harvest.json,2026-08-26,Minnesota Life,Advantage Elite Select with CICA,31,fully_underwritten_term,fully_underwritten,24,0,0,30,2026-08-26
prudential,essential_term_plus,NE,30,female,0,30,750000,750000,preferred_plus_nt,45.5,750000,integrity-term-harvest.json,2026-08-26,Prudential Financial,Essential Term Plus,31,fully_underwritten_term,fully_underwritten,25,0,0,30,2026-08-26
national_life_group,lsw_30_g,NE,30,female,0,30,750000,750000,preferred_plus_nt,45.54,750000,integrity-term-harvest.json,2026-08-26,National Life Group,LSW 30-G,31,fully_underwritten_term,fully_underwritten,26,0,0,30,2026-08-26
john_hancock,vitality_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,46.25,750000,integrity-term-harvest.json,2026-08-26,John Hancock,Vitality Term,31,fully_underwritten_term,fully_underwritten,27,0,0,30,2026-08-26
john_hancock,protection_term,NE,30,female,0,30,750000,750000,preferred_plus_nt,47.16,750000,integrity-term-harvest.json,2026-08-26,John Hancock,Protection Term,31,fully_underwritten_term,fully_underwritten,28,0,0,30,2026-08-26
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,30,female,0,30,750000,750000,preferred_plus_nt,49.56,750000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),31,fully_underwritten_term,fully_underwritten,29,0,0,30,2026-08-26
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,30,female,0,30,750000,750000,preferred_plus_nt,49.56,750000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),31,fully_underwritten_term,fully_underwritten,30,0,0,30,2026-08-26
corebridge,select_a_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,40.66,1000000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),Select-a-Term,31,fully_underwritten_term,fully_underwritten,1,1,1,30,2026-08-26
corebridge,select_a_term_simplinow_choice,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,40.66,1000000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),31,fully_underwritten_term,fully_underwritten,2,0,1,30,2026-08-26
banner,opterm,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,40.85,1000000,integrity-term-harvest.json,2026-08-26,Banner Life,OPTerm,31,fully_underwritten_term,fully_underwritten,3,0,0,30,2026-08-26
symetra,swiftterm_instant_issue_available,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,40.86,1000000,integrity-term-harvest.json,2026-08-26,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,31,fully_underwritten_term,fully_underwritten,4,0,0,30,2026-08-26
pacific_life,promise_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,40.87,1000000,integrity-term-harvest.json,2026-08-26,Pacific Life Insurance Company - Lynchburg,Promise Term,31,fully_underwritten_term,fully_underwritten,5,0,0,30,2026-08-26
protective,protective_classic_choice_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,40.87,1000000,integrity-term-harvest.json,2026-08-26,Protective Life,Protective Classic Choice Term,31,fully_underwritten_term,fully_underwritten,6,0,0,30,2026-08-26
transamerica,trendsetter_super,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,41.65,1000000,integrity-term-harvest.json,2026-08-26,Transamerica Life Insurance Co.,Trendsetter Super,31,fully_underwritten_term,fully_underwritten,7,0,1,30,2026-08-26
symetra,swiftterm_with_conversion_enhancement_rider,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,42.27,1000000,integrity-term-harvest.json,2026-08-26,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,31,fully_underwritten_term,fully_underwritten,8,0,0,30,2026-08-26
corebridge,qol_flex_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,43.36,1000000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),QoL Flex Term,31,fully_underwritten_term,fully_underwritten,9,0,1,30,2026-08-26
corebridge,qol_flex_term_simplinow_choice,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,43.36,1000000,integrity-term-harvest.json,2026-08-26,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),31,fully_underwritten_term,fully_underwritten,10,0,1,30,2026-08-26
principal,term_non_convertible,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,44.72,1000000,integrity-term-harvest.json,2026-08-26,Principal National Life Insurance Company,Term - Non Convertible,31,fully_underwritten_term,fully_underwritten,11,0,0,30,2026-08-26
principal,term_convertible,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,46.27,1000000,integrity-term-harvest.json,2026-08-26,Principal National Life Insurance Company,Term - Convertible,31,fully_underwritten_term,fully_underwritten,12,0,0,30,2026-08-26
protective,protective_classic_choice_term_with_cer,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,46.82,1000000,integrity-term-harvest.json,2026-08-26,Protective Life,Protective Classic Choice Term with CER,31,fully_underwritten_term,fully_underwritten,13,0,0,30,2026-08-26
lincoln,termaccel_2019,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,49.3,1000000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,TermAccel 2019,31,fully_underwritten_term,fully_underwritten,14,0,0,30,2026-08-26
principal,term_convertible_with_conversion_extension_rider,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,49.69,1000000,integrity-term-harvest.json,2026-08-26,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,31,fully_underwritten_term,fully_underwritten,15,0,0,30,2026-08-26
prudential,essential_term_value,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,51.19,1000000,integrity-term-harvest.json,2026-08-26,Prudential Financial,Essential Term Value,31,fully_underwritten_term,fully_underwritten,16,0,0,30,2026-08-26
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,51.38,1000000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),31,fully_underwritten_term,fully_underwritten,17,0,0,30,2026-08-26
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,51.38,1000000,integrity-term-harvest.json,2026-08-26,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),31,fully_underwritten_term,fully_underwritten,18,0,0,30,2026-08-26
moo,term_life_answers_brokerage,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,51.82,1000000,integrity-term-harvest.json,2026-08-26,United of Omaha,Term Life Answers - Brokerage,31,fully_underwritten_term,fully_underwritten,19,0,1,30,2026-08-26
minnesota_life,advantage_elite_select_term,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,51.85,1000000,integrity-term-harvest.json,2026-08-26,Minnesota Life,Advantage Elite Select Term,31,fully_underwritten_term,fully_underwritten,20,0,0,30,2026-08-26
north_american,addvantage_term_gen_9,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,52.36,1000000,integrity-term-harvest.json,2026-08-26,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,31,fully_underwritten_term,fully_underwritten,21,0,0,30,2026-08-26
minnesota_life,advantage_elite_select_with_eca,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,53.41,1000000,integrity-term-harvest.json,2026-08-26,Minnesota Life,Advantage Elite Select with ECA,31,fully_underwritten_term,fully_underwritten,22,0,0,30,2026-08-26
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,30,female,0,30,1000000,1000000,preferred_plus_nt,54.69,1000000,integrity-term-harvest.json,2026-08-26,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,31,fully_underwritten_term,fully_underwritten,23,0,0,30,2026-08-26
